limit_bal,sex,education,marriage,age,pay_amt6,default_payment_next_month
30000,1,2,1,35,0,0
80000,1,3,1,73,5100,1
60000,1,3,1,31,0,1
80000,2,2,2,24,1800,1
380000,1,2,2,34,4400,0
80000,1,2,2,29,1000,0
20000,1,2,2,25,0,1
80000,2,2,2,27,2600,0
60000,2,2,1,33,599,0
230000,2,1,1,30,10000,0
20000,1,3,1,43,1700,0
150000,1,1,2,33,6000,0
50000,2,2,2,23,2000,0
90000,2,2,2,34,0,0
50000,2,1,1,34,1114,0
90000,2,2,2,24,102,0
70000,2,2,2,26,1820,1
100000,2,2,1,43,2111,0
260000,2,2,1,31,38923,0
140000,2,1,2,28,4000,0
240000,1,1,2,34,27162,0
400000,2,2,1,29,23000,0
150000,2,2,2,27,2529,0
210000,1,1,2,38,2502,0
170000,2,2,2,28,95,1
200000,2,1,1,37,2370,0
260000,2,1,2,51,3640,0
60000,1,3,1,55,1500,0
20000,2,3,2,24,4739,0
90000,2,1,2,24,764,1
180000,2,3,1,39,2000,1
30000,1,2,2,39,148,0
10000,2,2,2,22,1287,0
380000,1,1,2,43,0,1
160000,2,1,1,38,1916,0
300000,2,1,1,45,291,0
150000,2,3,2,28,3050,0
360000,2,2,1,48,4100,0
170000,2,1,2,28,4962,0
50000,1,3,1,47,1000,0
200000,2,1,2,27,2880,0
230000,2,2,2,27,4641,1
110000,2,1,2,29,2500,0
110000,2,2,1,40,3800,0
50000,1,2,2,23,1500,1
170000,2,1,2,28,5656,1
30000,2,2,1,25,1000,0
250000,2,1,1,34,3920,0
170000,2,2,2,33,0,0
20000,2,2,3,52,641,0
130000,2,1,1,35,2090,0
50000,2,2,2,26,3003,0
20000,2,1,2,23,0,0
80000,2,2,1,30,500,0
20000,1,1,1,38,850,0
360000,1,1,1,38,0,1
20000,2,2,1,43,1000,0
160000,2,1,2,29,13000,0
50000,1,2,2,23,1500,1
300000,2,2,2,31,4141,0
150000,1,1,2,41,472,1
160000,2,2,2,29,594,1
400000,2,1,2,31,0,0
160000,1,2,2,33,4500,0
30000,2,2,1,46,800,0
180000,1,2,2,26,62,1
360000,2,2,2,53,8736,0
110000,2,4,2,24,4000,0
150000,1,2,2,35,0,0
50000,1,2,1,51,134,1
50000,1,1,2,26,0,0
470000,1,2,2,33,51305,0
50000,1,3,2,26,683,0
50000,2,1,2,30,1000,0
60000,1,1,2,25,2000,0
50000,2,1,1,25,704,0
330000,2,2,1,56,384,0
300000,2,2,1,36,10780,1
280000,1,1,1,41,4437,0
170000,1,2,2,29,10000,0
50000,2,3,2,49,0,0
220000,1,1,1,43,0,1
330000,2,2,1,56,384,0
30000,2,1,2,56,7024,0
180000,2,2,2,28,460,0
240000,2,3,1,50,7714,1
240000,2,2,1,36,0,1
50000,1,2,1,26,2000,0
50000,1,2,1,44,1261,0
50000,2,3,2,37,30592,1
350000,1,1,2,41,0,0
60000,2,1,2,27,0,0
140000,2,2,1,48,1347,0
200000,2,3,0,51,390,0
360000,2,1,1,40,4700,1
240000,2,2,2,30,1883,0
110000,1,2,2,29,2000,1
60000,1,3,2,30,0,1
300000,2,2,1,34,5000,0
110000,1,1,3,55,0,1
30000,2,1,2,23,3024,0
50000,2,2,2,22,10000,0
320000,1,1,1,60,52466,1
110000,1,2,1,57,0,0
150000,2,2,2,27,2529,0
30000,2,2,1,38,1200,0
50000,2,2,2,29,2000,1
420000,2,2,2,31,2324,0
360000,2,2,1,37,4268,0
180000,2,1,2,32,176,0
330000,1,3,1,46,8200,0
30000,2,2,1,36,1500,1
90000,2,2,2,34,0,0
160000,2,1,2,28,10000,0
140000,2,2,2,26,3304,1
150000,2,2,1,39,2000,0
40000,2,1,2,30,0,0
200000,2,3,3,45,5016,0
360000,2,2,2,53,8736,0
50000,2,2,2,23,18300,1
50000,1,2,2,23,2400,0
500000,1,1,2,32,10000,0
20000,2,2,1,32,616,1
280000,1,1,2,31,5000,0
440000,2,1,2,29,6010,0
10000,1,2,2,22,2500,1
240000,1,1,2,41,924,0
360000,2,1,2,25,0,1
210000,1,2,2,43,3000,0
80000,2,2,2,24,0,1
320000,2,1,1,41,3510,0
260000,2,2,1,35,25000,0
280000,2,2,2,28,1000,0
130000,1,2,1,31,780,0
200000,2,2,2,36,0,0
450000,2,3,1,36,3238,0
120000,2,2,2,26,738,0
330000,2,3,2,45,11678,0
360000,2,2,1,37,4268,0
50000,1,3,1,33,697,0
60000,1,2,2,23,616,1
140000,1,2,1,30,2700,1
200000,2,1,2,29,1000,0
20000,1,2,1,34,1000,1
170000,1,2,2,27,0,0
200000,2,2,1,29,5000,1
360000,1,1,2,28,167000,1
240000,2,2,2,26,3520,0
50000,1,3,2,23,997,0
20000,2,3,2,24,4739,0
90000,2,1,2,25,0,0
200000,1,1,2,31,5300,0
230000,2,2,1,32,2800,1
170000,2,2,2,28,0,0
310000,2,2,1,35,5987,1
170000,2,2,2,27,6200,0
110000,2,2,1,35,5000,0
200000,1,1,2,30,1000,0
360000,2,1,2,29,0,0
230000,1,2,2,58,0,0
200000,2,3,2,47,6836,1
330000,2,1,1,31,0,0
360000,2,1,2,25,0,1
110000,2,1,2,29,2500,0
340000,2,1,2,27,50000,0
380000,1,3,1,53,0,0
90000,2,1,1,41,1362,0
70000,1,2,1,39,0,0
50000,1,2,2,23,1000,0
180000,1,1,1,46,7000,0
90000,2,2,2,29,3000,0
360000,1,1,1,46,0,0
80000,2,2,1,32,0,0
120000,1,3,1,33,0,1
50000,2,3,1,39,9100,0
240000,2,2,1,36,0,1
30000,2,2,2,22,0,0
80000,1,1,2,25,14000,0
250000,1,1,2,41,3117,1
140000,1,3,1,36,3300,0
160000,2,2,2,32,2303,0
280000,1,2,1,42,5600,0
240000,1,1,2,28,526,0
110000,1,3,2,46,2454,0
50000,2,3,3,23,1100,0
360000,1,1,2,30,0,0
50000,2,3,1,40,1000,0
390000,2,1,2,31,5000,0
50000,2,1,2,22,0,0
310000,2,2,2,28,5000,0
30000,2,3,2,26,1500,0
70000,1,1,2,51,5000,0
90000,1,1,2,26,3000,0
320000,2,1,2,27,11341,0
140000,2,1,2,26,7004,0
50000,1,2,2,29,6318,0
180000,2,2,1,38,5000,0
310000,1,2,1,44,2653,0
320000,1,1,1,40,8000,0
80000,2,2,2,23,0,0
10000,1,2,2,37,0,0
440000,2,1,2,29,6010,0
200000,2,1,1,38,0,0
140000,2,2,1,48,1347,0
360000,2,1,2,32,38313,0
150000,2,2,1,25,316,0
180000,2,2,1,34,3800,0
140000,2,3,1,30,5200,0
150000,1,1,2,27,5000,0
80000,2,3,1,57,100,0
20000,2,2,2,31,0,0
420000,1,2,1,34,20000,0
230000,1,1,1,39,660,0
400000,2,1,2,40,7700,0
210000,2,2,2,33,3000,0
450000,1,1,2,38,6728,0
60000,2,1,2,28,0,0
150000,1,1,2,27,800,0
50000,1,2,2,30,0,0
230000,2,2,1,41,6554,0
20000,2,1,2,23,0,0
300000,2,1,1,36,3000,0
50000,2,1,2,25,1000,0
250000,2,1,1,49,0,0
60000,2,1,2,27,846,1
60000,2,2,2,29,0,0
230000,2,2,2,27,4641,1
180000,2,3,1,34,2000,0
180000,2,2,2,28,2000,0
50000,1,1,2,30,0,1
150000,1,1,2,27,800,0
290000,2,1,2,29,0,1
170000,1,2,1,42,0,0
60000,2,1,2,28,7000,0
350000,1,1,2,41,0,0
20000,2,2,2,31,0,0
130000,1,2,1,31,780,0
200000,2,2,1,39,2620,0
100000,2,2,2,27,0,0
370000,1,2,2,28,6000,0
110000,2,2,1,55,1000,0
290000,2,1,1,34,7000,0
80000,2,2,2,34,0,0
50000,1,2,1,48,2500,0
30000,1,3,1,48,530,0
220000,1,1,2,24,0,0
20000,2,2,1,27,2011,0
50000,1,1,2,26,0,0
50000,1,2,1,47,500,0
220000,1,2,1,40,1863,0
130000,1,2,2,29,8000,0
360000,2,2,2,32,10000,0
500000,2,2,1,36,0,0
200000,2,1,2,34,0,0
30000,1,1,2,24,1000,1
310000,2,1,2,38,0,0
60000,2,2,2,29,420,0
20000,2,3,1,41,1000,1
50000,1,2,2,27,390,0
160000,1,1,1,41,0,0
20000,1,2,1,34,1000,1
230000,2,1,2,29,0,0
380000,1,3,1,53,0,0
50000,1,2,1,47,500,0
180000,2,2,1,34,5100,0
50000,1,2,2,31,5000,1
240000,1,1,2,47,0,1
20000,1,2,1,38,0,1
50000,2,1,2,24,1400,0
200000,2,1,1,34,300,1
70000,2,2,2,23,4700,0
240000,1,1,2,28,526,0
360000,1,1,2,28,3219,0
400000,2,2,2,41,6012,0
140000,2,3,1,28,1000,0
180000,2,3,2,30,3211,0
20000,1,2,1,38,0,1
300000,2,1,2,31,500,0
400000,1,1,2,37,3768,0
50000,2,2,1,46,0,1
360000,1,1,2,28,3219,0
130000,2,2,2,29,1365,0
150000,1,1,2,33,8399,0
80000,2,1,1,28,276,1
50000,1,2,2,23,1500,1
150000,2,2,1,39,2000,0
200000,2,1,2,29,125,0
50000,2,1,1,34,1000,0
130000,2,3,2,49,0,1
500000,1,1,1,43,0,1
360000,2,1,1,30,0,0
60000,1,2,2,25,2435,0
120000,2,2,2,26,738,0
260000,2,2,1,46,12151,0
250000,2,2,1,31,4400,0
280000,1,1,1,41,4437,0
50000,1,1,2,27,0,0
30000,1,2,2,47,0,0
90000,2,1,2,25,0,0
200000,2,2,1,58,185652,0
320000,1,2,1,37,5028,0
80000,2,3,1,40,1600,0
90000,2,2,2,25,3100,0
160000,2,1,1,33,1905,0
50000,2,1,2,33,0,0
60000,1,3,1,55,1500,0
140000,2,2,3,41,2399,1
180000,2,1,2,27,3333,0
440000,2,1,2,29,6010,0
170000,1,2,2,29,10000,0
400000,1,2,1,34,5712,0
80000,2,1,2,23,1700,1
280000,2,1,2,39,0,0
220000,1,1,2,43,0,0
240000,2,2,1,37,0,1
70000,1,3,1,30,1000,0
270000,2,1,1,40,0,0
20000,1,2,2,27,300,0
200000,2,2,1,34,390,0
180000,1,1,1,36,1000,1
20000,1,2,1,46,319,0
380000,2,1,2,30,5000,0
10000,1,2,1,45,200,1
20000,2,2,2,46,0,0
230000,2,1,2,28,2000,0
80000,2,2,2,23,0,0
70000,2,1,2,25,2500,0
320000,1,2,1,37,5028,0
110000,1,1,1,40,66,1
200000,1,1,1,43,4902,0
10000,1,2,2,46,251,1
80000,2,3,2,35,2000,0
10000,1,2,2,33,1500,0
210000,2,2,2,30,4000,0
200000,2,1,2,34,0,0
210000,2,2,1,33,546,0
210000,2,2,1,41,419,1
330000,2,3,2,45,11678,0
450000,2,3,1,36,3238,0
100000,1,3,2,49,0,0
360000,1,2,1,35,0,0
150000,1,1,2,27,5000,0
30000,2,2,1,35,2000,0
300000,1,1,2,34,0,1
40000,1,2,2,23,0,0
70000,2,2,1,33,1651,1
30000,2,3,2,52,0,1
30000,2,1,2,26,0,0
180000,1,1,1,46,7000,0
50000,2,1,2,30,1000,0
30000,1,2,2,32,1000,0
100000,1,3,2,32,2015,0
30000,1,3,1,58,1961,0
50000,2,2,2,23,0,0
160000,2,2,1,33,0,0
360000,2,1,1,49,0,0
80000,2,1,2,23,0,0
20000,1,3,2,44,1500,0
130000,1,3,1,56,0,1
130000,2,2,2,29,5750,0
290000,1,3,1,47,369,0
280000,1,1,2,33,345293,1
230000,1,2,2,32,500,0
20000,1,5,2,22,0,0
100000,1,1,2,38,0,0
50000,1,2,2,41,684,0
90000,2,1,2,25,0,0
20000,1,2,1,46,319,0
240000,2,2,1,36,0,1
50000,2,2,2,25,3000,1
70000,2,2,1,37,2700,0
260000,2,2,1,33,2000,0
50000,2,2,1,36,190,0
150000,1,2,1,50,5000,0
200000,2,2,2,36,0,0
150000,1,1,2,27,5000,0
20000,2,1,2,22,1000,0
200000,1,1,1,43,4902,0
200000,2,1,2,29,1000,0
120000,2,2,1,39,0,1
500000,2,2,2,43,528666,0
180000,2,2,1,34,5100,0
50000,2,2,2,25,3000,1
70000,1,1,2,30,2500,0
200000,2,3,2,34,66,0
350000,1,3,1,44,0,0
360000,1,1,2,28,3219,0
10000,2,3,2,22,0,1
70000,1,1,2,30,2500,0
510000,2,1,2,35,2115,0
200000,1,4,1,42,2102,0
200000,1,1,1,52,396,0
10000,1,2,1,56,160,1
130000,2,1,1,36,4000,0
120000,2,2,2,26,738,0
300000,2,1,2,31,500,0
310000,2,1,2,38,0,0
140000,2,3,1,46,5000,0
400000,2,2,1,38,9085,0
20000,2,2,2,22,1000,0
360000,2,2,1,37,4268,0
100000,2,1,2,28,3000,1
200000,2,2,1,39,2620,0
80000,2,1,2,23,0,0
150000,1,1,2,27,800,0
470000,2,3,3,33,3000,0
30000,1,1,2,24,1800,0
210000,2,2,1,35,2000,0
150000,1,3,1,37,4221,1
130000,2,1,1,36,4000,0
50000,1,2,2,24,3008,0
500000,1,3,1,39,12022,0
20000,1,1,2,29,330,0
50000,1,1,2,24,2130,0
60000,2,2,1,24,2000,1
70000,1,2,1,48,4590,1
60000,1,2,2,23,616,1
180000,1,1,1,45,2576,0
180000,1,2,1,45,1500,1
30000,2,2,2,27,1576,0
50000,1,2,1,25,886,0
20000,1,2,1,37,782,0
140000,2,2,2,29,2000,0
30000,1,3,1,45,0,0
230000,2,1,2,27,0,0
80000,2,3,2,53,2000,0
120000,2,1,3,44,0,0
180000,1,2,1,36,0,1
360000,2,1,2,29,0,1
260000,2,2,1,35,25000,0
210000,2,1,1,42,0,1
260000,2,1,1,44,1104,1
180000,2,1,1,38,0,0
90000,1,3,1,48,4086,0
80000,1,1,2,31,0,0
280000,1,1,2,31,5000,0
200000,1,1,2,26,2994,0
50000,1,2,2,26,649,1
50000,1,3,2,37,0,1
50000,1,1,2,28,0,0
30000,1,2,2,25,0,1
50000,1,3,2,57,1048,0
130000,2,3,1,28,0,0
80000,1,2,2,36,3000,0
20000,2,1,1,30,0,1
50000,2,1,2,33,0,0
200000,2,2,1,39,2620,0
80000,2,3,1,57,100,0
210000,2,1,2,32,3000,0
360000,1,2,2,38,105700,0
230000,2,1,2,37,0,0
500000,2,2,2,23,19000,1
50000,1,2,2,27,390,0
70000,1,3,1,32,5500,0
230000,2,1,1,35,6000,0
500000,1,1,1,58,768,0
30000,2,3,2,52,0,1
50000,1,2,2,42,0,0
40000,2,1,2,30,0,0
360000,2,1,2,25,0,1
230000,1,1,2,29,3000,0
300000,2,2,1,27,0,0
360000,2,1,1,45,390,1
20000,2,3,1,41,1000,1
90000,2,1,2,24,0,0
50000,1,1,2,44,1000,0
500000,1,2,1,38,2132,0
90000,2,2,1,40,0,0
20000,1,1,2,40,0,0
360000,2,2,2,52,789,0
30000,1,3,1,45,0,0
80000,1,2,2,42,1700,0
100000,1,3,1,52,2000,1
240000,1,1,2,44,7000,1
260000,1,1,2,44,316,0
40000,1,2,2,23,0,0
30000,1,3,1,48,530,0
500000,2,2,1,54,51582,0
20000,2,3,2,49,1000,1
260000,1,1,1,41,10000,0
60000,2,1,2,23,1200,1
50000,2,3,2,30,1012,0
180000,1,2,2,28,832,0
140000,2,2,1,37,3000,0
160000,1,1,2,30,50000,0
220000,1,1,2,38,7009,1
90000,2,2,1,40,0,0
140000,2,2,1,37,3000,0
60000,1,2,2,23,616,1
50000,1,1,2,39,2000,0
170000,1,1,1,53,361,0
40000,1,2,2,39,4987,0
50000,2,2,2,23,0,0
20000,2,3,2,24,4739,0
290000,2,2,2,34,12031,0
290000,2,1,1,34,7000,0
150000,1,1,2,33,6000,0
200000,2,2,1,39,2620,0
330000,2,1,1,31,0,0
260000,2,1,1,34,7725,0
310000,2,2,2,28,5000,0
180000,1,2,2,26,62,1
70000,2,2,2,26,1820,1
30000,2,2,1,35,2000,0
60000,1,2,2,25,2435,0
120000,1,1,2,34,0,0
30000,1,2,2,28,0,0
150000,2,1,2,31,0,1
120000,2,2,1,25,0,0
80000,1,1,2,25,14000,0
140000,2,1,1,36,0,0
320000,2,1,1,41,3510,0
200000,2,3,3,45,5016,0
180000,1,1,1,46,7000,0
130000,1,2,2,29,8000,0
260000,2,2,1,46,12151,0
40000,2,2,1,32,0,0
120000,1,2,2,26,5000,0
20000,1,1,2,24,1069,0
440000,2,2,1,46,2701,0
50000,2,2,1,34,4000,0
30000,1,2,2,32,1000,1
80000,2,2,2,24,0,1
90000,2,3,2,29,0,0
50000,1,3,1,58,638,0
80000,2,3,2,53,2000,0
180000,2,1,2,25,1622,0
200000,2,1,2,37,5000,0
300000,1,1,1,42,2709,1
280000,1,1,2,33,345293,1
300000,2,2,2,31,4141,0
100000,1,1,2,32,3200,0
160000,1,1,2,35,0,0
170000,2,2,2,27,6200,0
50000,2,1,2,25,1000,0
90000,1,2,2,33,6537,0
70000,1,1,2,27,1000,0
320000,1,2,1,37,5028,0
210000,1,3,1,45,10478,1
30000,1,1,1,27,0,1
230000,2,3,1,32,5000,0
50000,2,2,1,37,400,1
490000,2,2,1,30,6000,0
30000,1,1,2,41,1250,0
380000,1,1,1,51,0,1
310000,2,1,2,38,0,0
360000,2,1,1,40,4700,1
30000,2,1,1,31,1623,0
220000,2,2,1,36,792,1
140000,2,2,2,29,2000,0
110000,2,2,3,45,2000,0
230000,2,1,2,29,0,0
230000,2,1,1,35,0,0
50000,2,1,2,33,0,0
50000,1,1,1,56,1017,1
50000,1,2,2,31,5000,1
290000,2,2,2,34,12031,0
140000,2,2,1,39,3000,0
120000,1,2,1,44,0,0
210000,1,3,1,45,10478,1
90000,2,1,1,41,1362,0
70000,2,2,1,37,2700,0
80000,2,2,1,30,500,0
180000,1,2,1,34,2440,0
440000,2,1,2,29,6010,0
50000,1,2,2,30,0,0
90000,1,2,1,40,0,1
50000,2,2,2,22,0,0
50000,1,2,2,23,2400,0
100000,1,2,1,29,0,0
200000,2,1,2,27,2880,0
30000,2,2,1,46,800,0
180000,2,1,2,29,5114,0
180000,2,2,2,28,460,0
130000,2,2,1,33,4000,0
60000,1,3,2,30,0,1
240000,1,2,1,34,327,0
50000,1,2,2,23,1004,1
50000,2,2,1,46,0,1
80000,2,2,2,24,2500,0
80000,2,1,2,23,1700,1
50000,1,1,2,26,1000,1
370000,1,1,2,50,4699,0
90000,2,1,2,27,0,0
50000,1,1,1,41,1000,0
30000,1,2,2,28,0,0
230000,1,1,1,39,660,0
130000,1,3,2,39,6000,0
50000,2,2,2,22,1000,0
120000,2,2,1,32,4003,0
40000,2,3,1,43,1000,0
230000,2,1,1,35,0,0
360000,2,2,2,32,10000,0
20000,1,2,2,24,0,0
350000,2,2,1,31,784,0
160000,1,1,2,34,3013,0
400000,2,1,2,40,7700,0
200000,2,2,1,32,10190,0
230000,2,2,1,30,2959,1
110000,2,2,2,36,2200,0
50000,2,2,1,36,0,0
30000,2,3,2,53,7305,1
50000,2,3,2,37,30592,1
280000,1,1,2,31,5000,0
360000,1,1,2,28,3219,0
220000,1,1,1,48,5500,1
200000,2,1,2,29,1000,0
80000,1,1,2,31,0,0
200000,2,1,1,35,0,0
140000,2,2,3,41,2399,1
130000,1,2,1,31,780,0
200000,1,1,1,52,396,0
320000,1,1,1,60,52466,1
260000,2,1,2,58,0,1
30000,1,3,1,55,1500,1
60000,1,3,1,38,0,0
120000,2,2,2,25,4400,0
60000,2,2,2,26,3000,0
120000,2,2,1,29,2496,0
180000,1,1,2,28,1998,0
80000,2,2,1,32,3100,0
240000,2,1,1,42,0,0
360000,1,1,2,28,167000,1
380000,1,2,2,34,4400,0
180000,2,1,2,36,6915,0
120000,2,1,3,44,0,0
10000,1,2,2,24,0,0
240000,2,2,2,26,3520,0
140000,1,1,1,34,5504,0
500000,2,1,2,26,0,0
400000,1,2,2,37,2005,0
210000,2,2,2,30,4000,0
50000,2,2,2,27,1100,0
110000,2,1,2,27,2800,0
70000,2,2,2,26,1820,1
300000,2,2,1,27,0,0
210000,1,2,2,43,3000,0
30000,2,2,1,38,1200,0
20000,2,1,2,22,1600,0
260000,2,1,1,60,0,0
210000,1,1,2,30,10000,0
300000,2,3,1,34,5500,1
30000,1,2,2,39,148,0
150000,1,1,2,27,800,0
50000,1,2,1,27,0,0
320000,2,2,2,30,2500,0
190000,1,2,2,40,7000,1
50000,2,2,1,46,0,1
50000,1,2,2,24,3008,0
240000,2,2,1,37,0,1
350000,1,1,1,48,1500,0
300000,1,1,1,42,2709,1
70000,2,2,1,37,2700,0
50000,1,2,3,30,637,0
50000,2,2,2,22,0,0
30000,2,2,2,27,1576,0
360000,2,1,1,30,0,0
80000,2,2,2,43,882,0
360000,2,2,2,52,789,0
30000,1,3,1,58,1961,0
170000,1,2,2,29,10000,0
110000,2,2,1,46,3500,0
160000,1,1,2,26,6066,0
220000,1,2,2,29,0,0
100000,2,1,2,24,330,0
10000,1,2,2,22,2500,1
630000,2,2,1,47,4981,0
160000,2,2,2,25,0,0
50000,2,2,1,36,190,0
30000,2,1,2,40,60,0
500000,2,2,2,23,19000,1
110000,1,3,1,37,2300,0
110000,1,3,1,37,2300,0
200000,2,3,2,34,66,0
50000,1,2,2,24,1000,0
290000,2,1,1,34,7000,0
260000,2,1,2,33,0,0
100000,2,1,2,24,330,0
300000,2,3,1,34,5500,1
140000,2,2,2,29,2000,0
30000,2,2,2,24,3000,0
50000,2,2,2,23,2000,0
450000,2,3,1,36,3238,0
320000,1,2,1,39,938,0
120000,2,2,2,26,738,0
70000,2,2,2,36,2000,0
200000,2,3,0,51,390,0
30000,1,1,2,28,0,0
70000,1,1,2,30,2500,0
80000,1,1,2,35,2418,0
110000,1,1,1,40,5742,0
210000,2,2,1,36,4700,0
110000,2,2,2,32,3000,0
380000,1,2,2,34,4400,0
260000,2,1,1,44,1104,1
50000,2,1,2,33,0,0
150000,2,2,1,45,10675,0
270000,1,1,2,32,0,0
200000,2,2,1,32,1395,0
160000,2,3,1,51,23250,0
40000,1,2,2,39,4987,0
220000,1,2,1,40,1863,0
360000,1,2,2,29,7300,0
250000,1,1,2,41,3117,1
130000,1,3,1,56,0,1
360000,1,2,2,29,7300,0
180000,1,2,2,29,0,0
250000,2,1,1,49,0,0
320000,2,1,1,41,3510,0
140000,2,3,1,46,5000,0
50000,2,3,1,46,654,0
220000,2,2,1,36,792,1
140000,2,2,1,37,3000,0
20000,2,3,1,41,1000,1
140000,1,1,2,29,2265,0
360000,2,2,1,48,4100,0
100000,1,3,1,56,732,0
170000,2,3,3,56,614,0
160000,2,1,2,29,5654,1
50000,1,3,2,26,683,0
70000,1,2,2,30,0,1
20000,1,1,1,38,850,0
200000,2,3,2,34,66,0
20000,1,2,2,27,300,0
360000,2,2,2,25,126685,0
140000,2,2,2,31,5000,0
310000,2,2,2,28,5000,0
50000,1,1,2,22,1170,0
230000,1,2,2,32,500,0
20000,1,5,2,22,0,0
240000,1,1,2,47,0,1
200000,2,2,2,36,0,0
380000,2,1,2,30,5000,0
380000,2,1,2,30,5000,0
620000,2,2,1,45,6000,1
360000,2,1,2,29,0,1
90000,2,1,2,25,4000,0
200000,1,1,1,39,0,0
160000,1,1,2,35,0,0
20000,2,1,2,22,0,0
50000,2,2,1,43,501,0
170000,1,3,2,38,5000,0
20000,2,2,1,43,1000,0
390000,2,1,2,45,3,0
50000,1,3,2,25,1000,0
200000,2,2,2,33,3000,0
240000,1,1,2,47,0,1
20000,2,3,1,24,0,0
30000,2,3,2,26,1500,0
20000,2,2,2,40,0,0
120000,2,2,1,32,4003,0
30000,2,2,2,26,1000,1
160000,2,2,2,32,2303,0
170000,1,2,2,31,3000,0
60000,2,2,2,26,3000,0
120000,1,2,1,44,0,0
210000,2,2,1,47,0,0
110000,1,3,1,56,4976,0
100000,1,3,1,52,2000,1
140000,2,1,2,24,0,0
90000,2,1,2,23,4000,0
10000,1,2,2,22,500,0
50000,1,2,2,26,649,1
260000,2,2,1,35,25000,0
100000,1,2,2,37,2305,0
30000,2,2,2,24,0,0
10000,1,2,2,22,2500,1
100000,1,3,2,32,2015,0
130000,2,2,2,40,500,1
30000,2,2,2,22,0,1
380000,1,2,2,32,8251,0
50000,2,2,1,31,1047,1
170000,2,2,1,33,4500,0
70000,1,1,2,27,1000,0
170000,2,2,1,37,5000,0
100000,2,1,2,28,3000,1
200000,2,1,1,37,2370,0
50000,1,2,1,41,618,0
230000,2,2,1,30,2959,1
80000,2,2,1,32,0,0
20000,2,2,2,31,0,0
10000,1,2,2,22,500,0
270000,2,2,1,32,0,1
210000,1,3,2,25,7967,1
280000,2,2,1,39,5000,1
50000,2,3,1,22,197,0
230000,2,1,1,30,10000,0
110000,1,1,1,40,66,1
20000,1,2,2,25,0,1
50000,1,3,2,26,683,0
210000,2,1,1,46,19777,0
180000,1,2,2,28,832,0
80000,2,2,1,23,1,0
450000,2,1,1,40,1128,1
50000,1,3,1,57,600,0
50000,1,2,1,27,0,0
80000,1,2,2,26,1000,1
20000,2,2,2,21,0,0
200000,2,1,1,35,0,0
510000,2,1,2,35,2115,0
130000,1,2,2,29,8000,0
150000,1,3,1,37,4221,1
450000,2,1,1,42,0,1
110000,1,1,3,55,0,1
150000,2,2,1,25,316,0
290000,1,3,1,47,369,0
50000,2,2,2,29,2000,1
170000,2,3,3,56,614,0
20000,2,2,2,31,0,0
130000,1,3,2,43,9546,1
90000,2,1,2,24,764,1
150000,1,1,1,40,4200,0
100000,2,1,2,28,3000,0
70000,2,1,2,25,2500,0
180000,2,1,2,24,0,0
210000,2,1,2,31,3299,0
50000,1,2,2,36,0,0
150000,2,1,3,30,2050,0
240000,2,3,1,50,7714,1
290000,2,2,2,26,4900,0
80000,2,2,2,24,1800,1
200000,1,1,1,53,5000,1
50000,1,2,1,44,1261,0
10000,1,2,1,56,160,1
180000,2,3,1,34,2000,0
140000,2,1,2,28,4000,0
80000,2,3,1,49,7990,0
20000,2,1,2,24,12111,0
180000,1,2,1,34,2440,0
30000,2,2,1,46,800,0
20000,2,3,1,24,0,0
60000,2,2,1,33,599,0
70000,1,2,1,48,4590,1
50000,2,1,1,34,1114,0
110000,2,2,2,32,3000,0
20000,2,3,2,36,0,1
80000,1,2,1,32,5002,0
50000,2,1,2,24,389,0
160000,1,1,2,34,3013,0
600000,1,1,1,53,20000,1
160000,2,2,2,60,0,1
100000,2,2,1,43,2111,0
50000,1,2,2,36,0,0
60000,1,2,2,25,2435,0
90000,1,1,2,23,2000,0
240000,1,1,2,44,7000,1
20000,2,2,2,31,0,0
50000,1,2,2,41,684,0
20000,1,3,2,44,1500,0
20000,1,2,2,23,104,0
360000,1,1,1,38,0,1
110000,2,1,2,25,3202,0
20000,1,2,2,23,104,0
50000,2,1,1,32,2000,1
200000,2,1,2,27,4400,0
50000,1,2,2,27,1390,1
170000,1,2,2,27,0,0
200000,1,1,2,28,10000,0
170000,1,3,2,38,5000,0
30000,2,3,1,46,0,0
30000,2,3,2,52,0,1
60000,1,2,2,25,2435,0
60000,1,1,2,27,1000,1
140000,2,2,2,26,1000,0
50000,1,1,1,41,1000,0
60000,1,2,2,25,2435,0
50000,2,2,1,48,503,0
150000,2,1,3,30,2050,0
180000,2,3,1,39,2000,1
220000,1,2,1,40,1863,0
50000,1,3,1,54,4000,0
150000,2,3,2,30,0,1
140000,2,2,2,24,0,0
50000,2,2,1,37,400,1
50000,2,3,1,51,0,1
260000,2,2,1,46,12151,0
20000,2,2,2,23,4,0
80000,1,1,2,31,0,0
150000,2,2,1,25,316,0
140000,2,2,2,31,5000,0
60000,1,3,1,31,0,1
100000,2,2,2,27,0,0
600000,1,1,1,53,20000,1
170000,2,3,3,56,614,0
260000,2,1,1,34,7725,0
130000,2,3,2,29,13899,0
200000,1,2,2,31,4000,0
140000,1,2,1,30,2700,1
300000,2,2,2,35,15000,0
30000,1,3,3,54,0,0
260000,2,3,1,53,459,0
230000,2,2,2,38,2213,0
230000,2,1,1,32,0,0
160000,2,1,2,28,2500,0
160000,2,1,1,33,1145,0
260000,2,2,1,31,38923,0
